X1,x_utm34,y_utm34,sitename,nbsp,sing.sp,FRic,qual.FRic,FEve,FDiv,FDis,RaoQ
46,-106060.477079445,6842234.06568683,site8741,12,12,0.007329011925509633,0.15026681049606375,0.9889042846955983,0.7889503917406607,0.1642311733707577,0.02825579479529902
47,-106060.477079445,6920861.27101386,site8934,16,16,0.008280541278308882,0.15026681049606375,0.9893766789622142,0.727301485897822,0.16416734688561777,0.027809490530751525
48,-106060.477079445,6999081.08149463,site9126,65,65,0.026860084969367135,0.15026681049606375,0.9923572414183444,0.7713312405586447,0.17786167862856644,0.03266423021244361
49,-106467.8719257,6830012.22029921,site9319,10,10,0.005588117565902193,0.15026681049606375,0.9841541797956177,0.7900098865791773,0.16067843665090792,0.02675113203866678
50,-106467.8719257,6909454.21531875,site9514,148,148,0.06061878991187537,0.15026681049606375,0.992128308239266,0.7629672713925735,0.19067858018620498,0.037767727934477496
51,-106467.8719257,6988081.42064578,site9707,35,35,0.025378646177900463,0.15026681049606375,0.9906265820434845,0.7627727167039778,0.18231519318910144,0.03474973912508985
52,-106875.266771955,6818605.1646041,site9901,21,21,0.015063572316148372,0.15026681049606375,0.9852372464137361,0.7175691384061078,0.16957610527669903,0.0309632752893851
53,-106875.266771955,6896824.97508487,site10093,21,21,0.01213591404427843,0.15026681049606375,0.9923028647563996,0.7382701132241422,0.1693709468637584,0.029823172214683405
54,-106875.266771955,6975859.57525816,site10287,47,47,0.022154157446321935,0.15026681049606375,0.9908634167375967,0.7756537485509923,0.17731867896969075,0.0326254122512027
55,-107282.66161821,6759532.91189727,site10480,45,45,0.04519133524535119,0.15026681049606375,0.9852712364151757,0.7627805131693872,0.20033888269313652,0.0425500360247965
56,-107282.66161821,6883380.94515849,site10673,19,19,0.01072190327456641,0.15026681049606375,0.9906391851180371,0.7156589280171902,0.16794051411892452,0.029200941494645246
57,-107282.66161821,6961193.36079301,site10864,60,60,0.022520878914477852,0.15026681049606375,0.9927645067168261,0.7598814856979345,0.1773793182491722,0.0325764896151056
58,-107282.66161821,7039820.56612004,site11057,149,149,0.05997807230469784,0.15026681049606375,0.9924331484626562,0.7621356711620287,0.18856385891264701,0.03691988907720999
59,-10730.0830558117,6919639.0864751,site11250,18,18,0.006554176469210983,0.15026681049606375,0.9886103140511087,0.7791554185421141,0.1588636301694257,0.026131804127408724
60,-10730.0830558117,6998266.29180213,site11443,30,30,0.019078408276191273,0.15026681049606375,0.990090773118056,0.7794768445632415,0.1681255412896717,0.02916805972335675
61,-107690.056464464,6816568.19037283,site11636,15,15,0.00699288246935858,0.15026681049606375,0.9882169112809787,0.7020713974847872,0.16325206104119433,0.02797641778366086
62,-107690.056464464,6896010.18539237,site11831,139,139,0.05907571392115376,0.15026681049606375,0.9927108820248726,0.7579112651328981,0.183073130424313,0.03477965290396784
63,-107690.056464464,6974229.99587314,site12023,46,46,0.02217268189885351,0.15026681049606375,0.9917723934801531,0.7588124517100995,0.17721308470879785,0.03263046571493106
64,-108097.451310719,6757088.54281974,site12216,36,36,0.02479482313041093,0.15026681049606375,0.9858677045064705,0.7084918975647255,0.17863687313980364,0.03394573942859509
65,-108097.451310719,6881751.36577347,site12413,10,10,0.005111437407763137,0.15026681049606375,0.9922082050971338,0.8472342672937027,0.15314870953168008,0.02371098570781622
66,-108097.451310719,6959971.17625425,site12605,64,64,0.02442528265987693,0.15026681049606375,0.992509440295522,0.7638777539249271,0.17884504394743536,0.033168088361949205
67,-108097.451310719,7038190.98673502,site12797,86,86,0.05149586581988471,0.15026681049606375,0.9909909505635436,0.76757506412083365,0.19500940588046015,0.03975743699691895
68,-108504.846156974,6864640.78223081,site12991,11,11,0.005955380430425233,0.15026681049606375,0.9844311597152529,0.7751368460271149,0.1568000023305194,0.0251262791803489
69,-108504.846156974,6942453.19786533,site13182,29,29,0.031184762474055213,0.15026681049606375,0.9894272482484684,0.7295380887226257,0.19872265586658588,0.04176099422849084
70,-108504.846156974,7021080.40319235,site13375,66,66,0.02899456738776466,0.15026681049606375,0.9922480809230598,0.7799035352913747,0.1788144487378249,0.033100645012691554
71,-108912.241003229,6846308.01414937,site13568,12,12,0.0069891771652091945,0.15026681049606375,0.9930487969189195,0.8535728522379771,0.16461509824523032,0.027608843658882547
72,-108912.241003229,6925342.61432266,site13762,10,10,0.00664040393266624,0.15026681049606375,0.9752384151723146,0.6633307492949833,0.1783585573239264,0.03544691335768856
73,-108912.241003229,7006006.79388095,site13960,34,34,0.025195741241072322,0.15026681049606375,0.9902524864577888,0.7527072425116,0.1839250043508471,0.0357877432237054
74,-109319.635849484,6827975.24606794,site14152,12,12,0.005786766025752611,0.15026681049606375,0.9910595682549282,0.7817319548786199,0.15292309632117465,0.023749344696963506
75,-109319.635849484,6907417.24108748,site14347,68,68,0.04558012608278207,0.15026681049606375,0.9908644631847,0.7481505197619428,0.18534381617755938,0.03579714905147318
76,-109319.635849484,6987674.02579952,site14544,40,40,0.03932694097827853,0.15026681049606375,0.988137998388923,0.7661960951893347,0.19958862084864543,0.04171893802976192
77,-109727.030695739,6803938.95013896,site14735,18,18,0.018590093736078218,0.15026681049606375,0.9858957194690584,0.7204471385431046,0.17799818390010044,0.034080224158473546
78,-109727.030695739,6887047.49877478,site14934,46,46,0.019670902195444987,0.15026681049606375,0.9906897134004705,0.7704461636393916,0.17657418684031792,0.03231355720504513
79,-109727.030695739,6965267.30925555,site15126,76,76,0.02420104675029801,0.15026681049606375,0.9929611025821415,0.7653138026141791,0.17635574662580378,0.03225373574143563
80,-109727.030695739,7044301.90942883,site15320,99,99,0.058556815918905124,0.15026681049606375,0.9908925882606653,0.7653215100602324,0.1942359251133107,0.03939327252509867
81,-110134.425541993,6862196.41315328,site15518,38,38,0.038803100506657265,0.15026681049606375,0.9859682885487848,0.7568103605122386,0.18092790210457357,0.034217932063647906
82,-110134.425541993,6940008.8287878,site15709,10,10,0.005840978942288693,0.15026681049606375,0.9882987217493352,0.7524345963072823,0.1690104896022227,0.029545061926346882
83,-110134.425541993,7019043.42896108,site15903,62,62,0.03908353382765705,0.15026681049606375,0.9903696399230322,0.7675779224431819,0.18604602131792808,0.03626359588613834
84,-110541.820388248,6830012.22029921,site16094,15,15,0.00777808687822157,0.15026681049606375,0.9876202780708482,0.6941507178999514,0.16249018096453388,0.027420763426204316
85,-110541.820388248,6908232.03077999,site16286,35,35,0.024426629247143155,0.15026681049606375,0.9918917763471726,0.7218765907306851,0.18382024526428262,0.03568846669228653
86,-110541.820388248,6986451.84126076,site16478,66,66,0.045742000022412924,0.15026681049606375,0.9906332278524852,0.736904521026115,0.18392176595380158,0.03552593690803294
87,-110949.215234503,6768495.59851485,site16672,84,84,0.049691853132082464,0.15026681049606375,0.9915691451973164,0.753115843118224,0.18614503229037288,0.036207178731623206
88,-110949.215234503,6877270.02246468,site16873,48,48,0.03340576868533742,0.15026681049606375,0.9926837585935004,0.7225958329821154,0.1882966718937533,0.03717088556589056
89,-110949.215234503,6955082.4380992,site17064,56,56,0.02082033774913325,0.15026681049606375,0.9931318202387972,0.7642212310373606,0.1742547043506038,0.03128047575646172
90,-110949.215234503,7034117.03827248,site17258,63,63,0.0415279472483511,0.15026681049606375,0.9908024304268093,0.7531495234440766,0.18920930277705567,0.037587545052331965
91,-111356.610080758,6841826.67084058,site17453,14,14,0.010417553989257092,0.15026681049606375,0.982677950137472,0.7364502912457367,0.16615153725878531,0.029280647591779847
92,-111356.610080758,6919639.0864751,site17644,31,31,0.028285886119218305,0.15026681049606375,0.9887836641855626,0.7982244704342306,0.19288669510443793,0.03864325357915468
93,-111356.610080758,6997858.89695587,site17836,112,112,0.056695739354369924,0.15026681049606375,0.9920677778054001,0.7716519168362572,0.1889190311952861,0.037088120285509625
94,-11137.4779020665,6881343.97092722,site18034,88,88,0.05082059876344616,0.15026681049606375,0.9914365149953319,0.7419796635073621,0.1859602316270564,0.036122514153266554
95,-11137.4779020665,6959156.38656174,site18225,15,15,0.015056399290139744,0.15026681049606375,0.9856981233864798,0.7485880821528241,0.18701541374496158,0.03727151923408717
96,-11137.4779020665,7036968.80219626,site18416,28,28,0.01757541040769949,0.15026681049606375,0.9910195270432474,0.7519964664676401,0.16486843613656307,0.027746840355057145
97,-111764.004927013,6831641.79968423,site18609,10,10,0.004561579878986713,0.15026681049606375,0.990194036432462,0.799575864717388,0.15101960959068977,0.02313380332654965
98,-111764.004927013,6910269.00501126,site18802,45,45,0.028742133813944602,0.15026681049606375,0.9896600623490972,0.7731875026943268,0.19097475085588625,0.03818580786218992
99,-111764.004927013,6988081.42064578,site18993,117,117,0.05493584846041103,0.15026681049606375,0.9920629885019423,0.756822659807103,0.1875664354222049,0.03677518523245335
100,-112171.399773268,6770125.17789987,site19186,53,53,0.03691613189241344,0.15026681049606375,0.9886157461128536,0.7458779577906474,0.1862656669219965,0.03677114294485583
101,-112171.399773268,6871973.88946338,site19380,10,10,0.0058070379150118884,0.15026681049606375,0.9788808416994085,0.7197545565693049,0.16976295174123487,0.03105347457018859
102,-112171.399773268,6949786.3050979,site19571,12,12,0.009597337756101897,0.15026681049606375,0.9881955328511314,0.7908386986243446,0.1796575617225894,0.033262848725259
103,-112171.399773268,7030043.08980994,site19768,51,51,0.027084353593432597,0.15026681049606375,0.9912476661696228,0.7742330111086223,0.18141982681044974,0.03435428615074964
104,-112578.794619523,6833678.7739155,site19960,15,15,0.009194698274723806,0.15026681049606375,0.9907187579246743,0.7916848716608327,0.16174253169524458,0.026745472227642977
105,-112578.794619523,6911898.58439627,site20152,90,90,0.051009503091148344,0.15026681049606375,0.9913940664629716,0.7442079809934388,0.18274482471015735,0.03480993995203311
106,-112578.794619523,6990525.7897233,site20345,37,37,0.021697196819032906,0.15026681049606375,0.9897091459549833,0.7422380733925599,0.16746071690960684,0.029558177136137384
107,-112986.189465777,6771754.75728489,site20536,75,75,0.050710932491473085,0.15026681049606375,0.9897921546809586,0.7461569009351766,0.18618122124517414,0.03641769257609388
108,-112986.189465777,6871159.09977087,site20728,15,15,0.011694374678490257,0.15026681049606375,0.9787886998072565,0.7070781910783773,0.17372853428410903,0.032944078479454304
109,-112986.189465777,6949786.3050979,site20921,12,12,0.009753688566847748,0.15026681049606375,0.9878551005117917,0.7630205592289554,0.17485633450674318,0.03173481959547662
110,-112986.189465777,7028413.51042493,site21114,61,61,0.032901896879764025,0.15026681049606375,0.9909899266223577,0.7655694398527737,0.18210821933067023,0.03457240718939213
111,-113393.584312032,6831234.40483798,site21308,25,25,0.019496819018105124,0.15026681049606375,0.9837177120454418,0.7100351203383953,0.16672026060085054,0.030022775798948804
112,-113393.584312032,6910676.39985751,site21503,81,81,0.049666834822338135,0.15026681049606375,0.9908576530669928,0.7417031125186221,0.1830233973344449,0.03497262927155654
113,-113393.584312032,6988896.21033828,site21695,73,73,0.04321948495372525,0.15026681049606375,0.9915701826576532,0.7521605635026859,0.17881039446865457,0.03333623019623781
114,-113800.979158287,6770532.57274613,site21887,81,81,0.04855681678300395,0.15026681049606375,0.9906290688630003,0.7550416435716382,0.18587907071007942,0.03624420460406593
115,-113800.979158287,6869529.52038585,site22081,19,19,0.019098811720225237,0.15026681049606375,0.9865147622924899,0.7429146886284166,0.1781353041389445,0.033709172189550676
116,-113800.979158287,6947341.93602037,site22272,8,8,0.0040223072147125534,0.15026681049606375,0.9939522009574072,0.8769950548208804,0.16074821339560558,0.026027322933964477
117,-113800.979158287,7025154.35165489,site22463,85,85,0.04955879977126987,0.15026681049606375,0.9917355511934123,0.7546960030509069,0.18250955732231086,0.03496973933254866
118,-114208.374004542,6826753.06152918,site22654,14,14,0.010851612545417102,0.15026681049606375,0.9734919769146776,0.6787244093232898,0.17286433989319036,0.03314400526848222
119,-114208.374004542,6904972.87200995,site22846,24,24,0.01473557509212054,0.15026681049606375,0.9868264265401585,0.7775978785710439,0.16936569971745685,0.0298482531230332
120,-114208.374004542,6982785.28764447,site23037,102,102,0.05502815817401504,0.15026681049606375,0.9932271776703682,0.7686461116589394,0.18717632961383432,0.0365778902219496
121,-114615.768850797,6764829.04489857,site23228,88,88,0.056408542408533116,0.15026681049606375,0.9892002458947947,0.7550374708651058,0.1908875200063732,0.038444638428993205
122,-114615.768850797,6857307.67499823,site23419,7,7,0.0026411891878191534,0.15026681049606375,0.987733687009543,0.7637926357404788,0.16709108953576488,0.028518397131762498
123,-114615.768850797,6936342.27517152,site23613,11,11,0.006186735071061621,0.15026681049606375,0.9766425196234109,0.6983077507471768,0.17581292597485895,0.033241424856464766
124,-114615.768850797,7014154.69080603,site23804,72,72,0.05432741260265891,0.15026681049606375,0.9918841039333395,0.7605306787248803,0.19980169094811578,0.04174180789113087
125,-115023.163697052,6807198.10890899,site23995,65,65,0.03964099155547755,0.15026681049606375,0.9904794298519547,0.7506757004023803,0.18265376347028675,0.03486558157842068
126,-115023.163697052,6886232.70908227,site24189,22,22,0.016112517360564182,0.15026681049606375,0.9898850534911187,0.7229845167399448,0.17064931151687354,0.0302321915207542
127,-115023.163697052,6964045.12471679,site24380,66,66,0.02350137279575764,0.15026681049606375,0.99250777638795,0.7754454271536749,0.17605242155260453,0.031993536573523475
128,-115023.163697052,7042264.93519756,site24572,160,160,0.06990621793649106,0.15026681049606375,0.9915575122509641,0.7593501050877863,0.1941914214713792,0.03968486019727058
129,-115430.558543306,6834086.16876175,site24763,13,13,0.004987766242184223,0.15026681049606375,0.9921538465718778,0.8079443150916293,0.15234987452044946,0.02346146319364473
130,-115430.558543306,6914342.9534738,site24960,99,99,0.05184980585665985,0.15026681049606375,0.9923325905639032,0.7423757473525733,0.18220778875751617,0.0347050533320733
131,-115430.558543306,6993377.55364708,site25154,71,71,0.048628086587539504,0.15026681049606375,0.991559469734587,0.7509468060484183,0.19137406946038013,0.038489066190289405
132,-11544.8727483214,6875640.44307966,site25345,57,57,0.038143892600882946,0.15026681049606375,0.9900577716988208,0.7332801981240273,0.18473421156262287,0.035797828820433315
133,-11544.8727483214,6953452.85871418,site25536,8,8,0.002731979472733523,0.15026681049606375,0.9903670255726932,0.7397251929140103,0.14480489828031567,0.02123673336787903
134,-11544.8727483214,7031265.2743487,site25727,22,22,0.012206645011361093,0.15026681049606375,0.9886610226543026,0.760528471360932,0.1695031545776781,0.030030858610900393
135,-115837.953389561,6812086.84706404,site25921,21,21,0.022455446264899568,0.15026681049606375,0.9880304610244054,0.7465582799547499,0.18376060080575843,0.03596838795515147
136,-115837.953389561,6890714.05239106,site26114,32,32,0.022837885318870394,0.15026681049606375,0.9908359666482781,0.7649260916196926,0.17396675149919386,0.031370455745275326
137,-115837.953389561,6969341.25771809,site26307,51,51,0.022201944127693378,0.15026681049606375,0.9912272681490456,0.7546186301119298,0.17588680989373545,0.032103741441047884
138,-116245.348235816,6753014.5943572,site26500,73,73,0.04619322767050507,0.15026681049606375,0.9904496894739601,0.7418856969516899,0.18312240257242848,0.03527100267670949
139,-116245.348235816,6838974.9069168,site26691,14,14,0.00567263098901085,0.15026681049606375,0.9903618341282772,0.793535352446963,0.15321072470928332,0.02371637347818084
140,-116245.348235816,6918824.29678259,site26887,33,33,0.016066710502412616,0.15026681049606375,0.9915577587118202,0.7400419124479517,0.17400776606030394,0.031419488550324545
141,-116245.348235816,6996636.71241711,site27078,71,71,0.05499150490566124,0.15026681049606375,0.9915223220598173,0.7613090015956689,0.2020129021021036,0.042718194579685016
142,-116652.743082071,6780717.44390248,site27272,39,39,0.030531891152497985,0.15026681049606375,0.9854654950442299,0.7384708828404892,0.18818032152466088,0.0378183907987304
143,-116652.743082071,6866270.36161582,site27464,10,10,0.002895747875496759,0.15026681049606375,0.9893934851584952,0.8493519196154078,0.1425089082390029,0.020663869793721815
144,-116652.743082071,6945304.9617891,site27658,22,22,0.010490774593130954,0.15026681049606375,0.9832271962121605,0.6921620048328271,0.17365110709767748,0.032437391005945795
145,-116652.743082071,7025561.74650115,site27855,73,73,0.04569305804138607,0.15026681049606375,0.9903550249550407,0.7523282040147735,0.18980237151950705,0.03800874787243608
146,-117060.137928326,6814531.21614156,site28046,23,23,0.025561697774678552,0.15026681049606375,0.9891165787068225,0.7538065508949274,0.19019531825342592,0.037768113894547435
147,-117060.137928326,6893973.2111611,site28241,15,15,0.012277148587665168,0.15026681049606375,0.9861429762665138,0.7291254639730664,0.1715678341526107,0.030651813843675706
148,-117060.137928326,6972600.41648812,site28434,54,54,0.022091876357237666,0.15026681049606375,0.991423510228895,0.7473146997512067,0.1773856411594623,0.0326770673049119
149,-117467.532774581,6756681.14797349,site28628,34,34,0.01823840319224031,0.15026681049606375,0.99172902459701,0.7536828049562162,0.170794655786286,0.03044999965773558
150,-117467.532774581,6843863.64507185,site28829,14,14,0.007024542961891401,0.15026681049606375,0.9898851434723576,0.7533947587314337,0.16568213814494576,0.028454843868831646
151,-117467.532774581,6921676.06070637,site29020,31,31,0.017684327861271096,0.15026681049606375,0.9901319675140217,0.7588617316852683,0.17671344077549364,0.032188717858296474
152,-117467.532774581,6999895.87118714,site29212,96,96,0.057610742034881555,0.15026681049606375,0.9919526780492685,0.778881444772513,0.19340694704249753,0.038899364818448565
153,-117874.927620836,6783976.60267251,site29405,33,33,0.023398886026178227,0.15026681049606375,0.9832065098626728,0.7011943781528511,0.18002068934031798,0.03477859238293072
154,-117874.927620836,6869529.52038585,site29603,18,18,0.0156361101185411,0.15026681049606375,0.9849863232041222,0.7798722565838117,0.17581835370462995,0.03261878090037125
155,-117874.927620836,6947341.93602037,site29794,14,14,0.00789015338926298,0.15026681049606375,0.9899412656732228,0.8044038031233683,0.16286929336349237,0.02753230085218215
156,-117874.927620836,7025561.74650115,site29986,60,60,0.039988629246985104,0.15026681049606375,0.9906360493381725,0.7606166827240705,0.1866646024941194,0.03667498574783267
157,-118282.32246709,6810864.66252527,site30177,9,9,0.0018443810960091086,0.15026681049606375,0.9888542428216951,0.7504879260172816,0.14378914510704044,0.021057579121645926
158,-118282.32246709,6892343.63177608,site30377,15,15,0.011380194032957714,0.15026681049606375,0.9818985041165076,0.7459633500412488,0.17343354884089493,0.03200382855588339
159,-118282.32246709,6971378.23194936,site30571,80,80,0.02637153550172467,0.15026681049606375,0.99260726674166,0.7548483063684536,0.17525389700002522,0.03187492782951485
160,-118689.717313345,6755051.56858847,site30762,37,37,0.02777176026777518,0.15026681049606375,0.9891528589486515,0.7254708385595992,0.17594956872830803,0.03259457370622972
161,-118689.717313345,6833271.37906925,site30954,18,18,0.017124682356077378,0.15026681049606375,0.9840267273301572,0.7243968836719545,0.17583090936602178,0.03318238397068746
162,-118689.717313345,6913935.55862754,site31152,126,126,0.059081144574871944,0.15026681049606375,0.992247771843029,0.7552816907069749,0.18774998512605634,0.036801102554211935
163,-118689.717313345,6992155.36910832,site31344,37,37,0.021397627729007083,0.15026681049606375,0.9922147354987666,0.7774935871310166,0.1734502490196627,0.031134370174888456
164,-119097.1121596,6775828.70574743,site31535,71,71,0.04291350780477676,0.15026681049606375,0.9906289468767056,0.7414099205711112,0.18400832309773374,0.03556431831567842
165,-119097.1121596,6856492.88530573,site31733,11,11,0.004200665035405853,0.15026681049606375,0.9887002996588965,0.8127299989705226,0.15094006027963772,0.023078024857050624
166,-119097.1121596,6935527.48547901,site31927,68,68,0.04638586768409628,0.15026681049606375,0.9917922620259307,0.7676144954886924,0.1938727906286199,0.038976839222769205
167,-119097.1121596,7014154.69080603,site32120,63,63,0.03655120426022818,0.15026681049606375,0.9905692409628757,0.7519490574879514,0.18175240847698243,0.034575563052741266
168,-119504.507005855,6797828.02744515,site32311,125,125,0.056033264516764686,0.15026681049606375,0.991646684330035,0.7542576510494362,0.1852163548627143,0.03587736928869358
169,-119504.507005855,6876862.62761843,site32505,7,7,0.0017885744254630366,0.15026681049606375,0.9888300550758221,0.7036181285728623,0.1450676366752781,0.021453316171756467
170,-119504.507005855,6957526.80717672,site32703,73,73,0.02625236674417365,0.15026681049606375,0.992032085782777,0.7593795389018778,0.1766420763351183,0.03221211118062136
171,-119504.507005855,7037376.19704251,site32899,134,134,0.061105871656535145,0.15026681049606375,0.99187279937079,0.7636292434383897,0.18960029487969532,0.03757362711662301
172,-11952.2675945762,6921268.66586012,site33090,12,12,0.005261545887510519,0.15026681049606375,0.9904746220613908,0.7368863533192579,0.15694033538798588,0.025222799176539204
173,-11952.2675945762,6999081.08149463,site33281,15,15,0.015844986756711744,0.15026681049606375,0.9861454725985869,0.7563655009207972,0.166497947338207,0.02883971337997055
